"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
"CAMT","Camtek Ltd.","Technology","Semiconductor Equipment & Materials","Israel",131.18,28.36,9.87,1.89,1.20,1.83,,,,0.00%,0.13,144.10%,48.08%,-5.70%,15.00%,0.50%,119.80%,13.60%,34.52,18.90,62.70%,0.00%,4.90%,57.42%,0.65%,1.18,4.30%,6.70%,7.60%,2.70,1.90,0.00,0.00,44.60%,5.90%,4.30%,5.26%,1.60%,24.59%,50.20%,90.00%,15.50%,0.92,0.17,3.17%,4.11%,3.57%,8.60%,32.92%,-4.76%,26.67%,-4.76%,111.11%,61.32,0.00%,0.53%,2.00,104.20,0.25,3.80,0.53%,26099,2/8/2017 8:30:00 AM
"CANE","Teucrium Sugar ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,-5.02%,-10.01%,-0.55%,-6.49%,25.69%,-2.54%,,0.23,1.48%,1.04%,-6.20%,-6.80%,-5.32%,-11.34%,3.34%,-15.76%,29.55%,33.69,0.00%,0.96%,,22.67,1.15,12.67,0.96%,25964,
"CANF","Can-Fite BioPharma Ltd.","Healthcare","Biotechnology","Israel",53.25,,,,265.00,4.50,,,,,-0.35,,-6.50%,,,,,-20.40%,26.76,13.18,,,,,1.70%,1.90,,,,,,,,,,,-2.45%,5.29%,-7.87%,-16.74%,-9.55%,-16.39%,,0.08,2.20%,4.12%,0.62%,-4.55%,-14.40%,-25.47%,14.37%,-44.57%,14.37%,45.18,0.51%,-0.10%,2.00,118.12,0.20,1.99,0.40%,23531,3/31/2017 8:30:00 AM
"CAPE","Barclays ETN+ Shiller Capet","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,1.43,,,,,,,,,,,-0.09%,3.98%,6.90%,12.24%,28.55%,7.89%,,0.61,0.44%,0.49%,0.98%,3.60%,11.58%,-0.73%,8.01%,-0.73%,31.06%,67.50,0.32%,0.05%,,4.39,1.13,103.55,0.37%,4981,
"CAPL","CrossAmerica Partners LP","Basic Materials","Oil & Gas Refining & Marketing","USA",855.68,87.48,39.84,43.74,0.47,3.79,611.20,14.60,9.79%,,0.29,599.70%,32.21%,-41.30%,2.00%,7.40%,-44.90%,105.80%,34.20,26.41,1.00%,0.00%,36.40%,-0.43%,0.30%,1.77,,,,0.90,0.70,2.10,2.11,8.40%,,,0.12%,-4.25%,-3.57%,1.76%,14.14%,1.63%,1.35,0.55,2.16%,2.03%,-4.39%,-3.61%,2.61%,-8.37%,2.77%,-8.37%,23.61%,38.21,0.89%,0.16%,1.70,44.82,1.07,25.02,1.05%,47885,2/27/2017 4:30:00 PM
"CAPN","Capnia, Inc.","Healthcare","Diagnostic Substances","USA",12.93,,,,9.24,1.97,2.39,,,,-1.06,17.70%,69.40%,,,,-23.80%,50.00%,18.21,16.15,9.90%,359.51%,48.50%,6.03%,1.22%,1.32,-202.90%,-367.00%,-380.00%,3.70,3.30,0.00,0.00,-9.70%,,,6.05%,-15.37%,-22.83%,-29.35%,-39.83%,-12.35%,,0.06,15.12%,8.81%,-5.86%,-12.24%,-26.61%,-46.21%,29.09%,-59.43%,29.09%,43.96,-4.05%,3.27%,2.00,148.69,0.37,0.71,-0.92%,55227,3/23/2017 4:30:00 PM
"CAPR","Capricor Therapeutics, Inc.","Healthcare","Biotechnology","USA",65.94,,,,15.70,,3.22,,,,-1.02,-52.10%,,38.70%,,,-62.70%,-46.20%,23.30,10.32,28.10%,0.00%,4.50%,-5.07%,0.87%,1.56,-98.80%,982.20%,-153.80%,3.40,3.40,,,,,,8.43%,17.92%,-5.03%,-29.43%,34.76%,6.39%,-2.22,0.25,8.30%,10.09%,-1.70%,7.15%,-13.11%,-16.00%,33.49%,-47.59%,40.80%,51.95,4.04%,0.00%,2.00,57.25,0.61,2.83,4.04%,34962,3/16/2017 4:30:00 PM
"CAPX","Elkhorn S&P 500 Capital Expenditures","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,3.50,,,,,,,,,,,-0.96%,2.93%,5.20%,9.29%,22.97%,5.85%,,0.07,0.01%,0.05%,0.31%,2.62%,8.85%,-0.96%,5.89%,-0.96%,22.97%,63.57,0.00%,-0.13%,,0.55,0.20,27.31,-0.13%,110,
"CAR","Avis Budget Group, Inc.","Services","Rental & Leasing Services","USA",2817.32,18.66,8.32,2.56,0.33,13.06,5.75,,,0.00%,1.77,-41.40%,15.88%,52.80%,7.29%,8.00%,-605.90%,-1.20%,85.27,84.22,2.10%,-15.36%,,-3.92%,19.35%,8.76,0.80%,46.40%,4.90%,1.00,1.00,54.85,56.11,49.10%,8.40%,1.90%,-4.15%,-10.05%,-19.47%,-13.55%,27.72%,-9.92%,2.03,1.24,2.94%,3.56%,-5.05%,-8.63%,-7.04%,-19.41%,3.25%,-20.44%,51.21%,42.91,2.04%,0.06%,2.30,1860.72,1.08,33.04,2.10%,2012744,2/15/2017 4:30:00 PM
"CARA","Cara Therapeutics, Inc.","Healthcare","Biotechnology","USA",401.54,,,,4669.12,6.02,5.62,,,,-1.64,-18.50%,0.60%,,,,-125.80%,,25.35,24.34,29.45%,0.00%,53.20%,10.14%,17.83%,2.64,-46.60%,-50.60%,-23.50%,11.30,11.30,0.02,0.02,,,,-12.20%,-3.83%,66.56%,164.88%,202.87%,70.51%,,1.26,8.28%,7.67%,-0.02%,14.75%,81.15%,-18.52%,73.68%,-18.52%,264.14%,51.56,-1.92%,-7.66%,1.60,1647.07,2.58,15.84,-9.43%,4255244,3/9/2017 4:30:00 PM
"CARB","Carbonite, Inc.","Technology","Business Software & Services","USA",557.59,,20.98,,2.69,96.90,9.42,84.48,,,-0.15,80.90%,28.99%,31.20%,25.00%,27.90%,85.40%,52.40%,27.40,23.69,8.90%,-25.28%,89.20%,7.48%,5.12%,2.96,-3.00%,,-71.90%,0.70,0.70,0.00,0.00,70.60%,-1.40%,-2.00%,2.26%,-0.25%,12.74%,40.34%,161.57%,24.09%,0.38,0.88,4.51%,3.88%,2.84%,11.38%,36.14%,-5.35%,33.01%,-5.35%,179.92%,59.20,-0.73%,0.49%,1.80,409.75,0.78,20.35,-0.25%,319659,2/9/2017 4:30:00 PM
"CARO","Carolina Financial Corporation","Financial","Regional - Mid-Atlantic Banks","USA",420.54,21.36,14.40,,6.91,2.27,10.65,,0.53%,7.00%,1.41,-4.10%,18.10%,123.70%,,9.70%,14.40%,30.00%,13.99,12.26,6.60%,1.52%,27.90%,14.76%,2.90%,5.94,1.10%,11.30%,22.00%,,,0.24,0.24,,85.60%,28.80%,-1.44%,0.74%,7.19%,36.75%,71.96%,-2.37%,0.35,0.74,2.10%,2.34%,-1.66%,-0.66%,25.29%,-4.57%,10.11%,-4.57%,90.79%,45.90,-0.10%,0.33%,2.40,59.92,0.63,30.06,0.23%,37916,1/18/2017 4:30:00 PM
"CART","Carolina Trust BancShares, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",39.06,53.85,,,2.52,1.34,1.15,,,0.00%,0.16,-87.60%,,57.90%,,0.90%,-77.00%,17.60%,4.65,4.63,3.90%,1.50%,21.90%,0.99%,0.01%,0.06,,,41.50%,,,0.01,0.01,,84.50%,4.30%,-6.15%,16.67%,35.48%,35.27%,43.59%,31.25%,0.20,0.49,3.54%,5.85%,-1.78%,11.05%,29.54%,-30.00%,33.33%,-30.00%,50.00%,51.64,-6.04%,7.58%,,11.25,0.11,8.40,1.08%,1181,1/26/2017 4:30:00 PM
"CARV","Carver Bancorp, Inc.","Financial","Savings & Loans","USA",11.00,,,,0.40,1.82,0.17,,,,-0.03,37.50%,,82.00%,,-5.80%,,-24.60%,3.55,1.37,62.95%,0.00%,15.30%,-0.18%,0.05%,0.30,,,228.00%,,,0.00,0.00,,,,-6.63%,-4.91%,-42.38%,-32.46%,-10.92%,-3.73%,0.66,0.20,7.45%,4.96%,-4.22%,-6.84%,-23.67%,-22.11%,8.01%,-48.25%,8.01%,43.96,-3.13%,-5.60%,,2.40,7.04,3.10,-8.55%,16903,2/22/2017 8:30:00 AM
"CARZ","First Trust NASDAQ Global Auto ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,2.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33%,2.44%,3.75%,5.56%,14.61%,5.98%,,0.29,0.52%,0.60%,0.58%,1.58%,8.01%,-0.65%,6.15%,-0.65%,26.71%,56.29,0.02%,0.59%,,13.37,0.42,36.48,0.61%,5574,
"CASC","Cascadian Therapeutics, Inc.","Healthcare","Biotechnology","USA",197.53,,,,,1.16,2.75,,,,-3.48,47.60%,,10.30%,11.00%,,-78.60%,,45.41,45.41,20.10%,0.00%,33.00%,1.48%,2.18%,3.25,-62.60%,-70.10%,,9.90,9.90,0.00,0.00,,,,2.35%,0.69%,-26.40%,-36.96%,-33.49%,0.93%,2.39,0.23,5.05%,5.20%,3.30%,1.82%,-29.16%,-16.98%,24.64%,-60.38%,24.64%,52.12,3.57%,1.45%,3.00,304.25,1.26,4.35,5.07%,381834,3/13/2017 4:30:00 PM
"CASH","Meta Financial Group, Inc.","Financial","Savings & Loans","USA",820.71,24.28,10.64,,9.58,2.04,1.17,12.84,0.60%,14.50%,3.56,47.40%,28.47%,21.30%,,15.80%,-71.40%,23.50%,9.51,8.76,2.60%,-21.67%,72.00%,6.62%,2.81%,3.03,0.80%,9.00%,16.00%,,,0.25,0.25,,87.40%,35.50%,2.49%,-4.96%,-5.99%,38.63%,103.06%,-16.13%,0.87,4.28,4.13%,4.64%,-0.91%,-9.51%,17.58%,-19.27%,12.72%,-19.27%,104.16%,42.54,-2.04%,1.91%,1.50,81.29,0.56,86.30,-0.17%,45640,1/30/2017 8:30:00 AM
"CASI","CASI Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",86.69,,,,,4.36,3.60,,,,-0.21,75.80%,-4.30%,25.10%,,,30.40%,,60.20,33.57,28.34%,27.32%,15.00%,0.16%,0.27%,1.91,-53.00%,-137.90%,,9.60,9.60,0.00,0.09,,,,-2.70%,6.67%,6.67%,32.11%,51.58%,25.22%,0.82,0.08,5.16%,5.92%,2.56%,8.70%,14.49%,-15.29%,37.14%,-18.18%,83.44%,54.63,-3.35%,2.75%,2.00,48.07,0.19,1.44,-0.69%,9265,3/27/2017 8:30:00 AM
"CASM","CAS Medical Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",40.45,,,,1.79,,6.04,,,,-0.25,29.50%,-15.00%,-19.60%,15.00%,-2.10%,22.00%,18.40%,27.52,23.48,5.20%,-37.03%,37.70%,-1.83%,0.03%,0.11,-28.60%,60.50%,,3.30,3.00,,,53.00%,-23.80%,-21.50%,-1.34%,-2.00%,-14.03%,-10.37%,-6.37%,-8.70%,-0.77,0.06,4.24%,3.76%,-1.51%,-4.80%,-13.06%,-16.00%,6.52%,-31.63%,6.52%,44.70,0.25%,-2.24%,2.00,62.47,0.48,1.47,-2.00%,29684,3/9/2017 8:30:00 AM
"CASS","Cass Information Systems, Inc.","Services","Business Services","USA",708.52,29.24,,,5.62,3.32,,,1.46%,40.70%,2.15,7.40%,,1.40%,,2.10%,7.00%,7.30%,11.25,8.91,2.60%,-1.28%,52.10%,1.52%,4.34%,15.93,,,,,,,,98.80%,25.50%,19.30%,-3.35%,-0.61%,-11.39%,11.40%,28.90%,-14.09%,1.23,1.33,1.58%,2.07%,-3.73%,-6.15%,6.62%,-15.54%,1.01%,-15.54%,41.95%,35.35,-0.51%,1.05%,,24.27,1.29,62.98,0.54%,31282,02/02/2017
"CASY","Casey's General Stores, Inc.","Services","Grocery Stores","USA",4343.68,20.61,18.29,2.19,0.62,3.57,24.40,305.89,0.88%,16.80%,5.30,24.10%,15.11%,20.90%,9.41%,4.80%,-28.10%,-0.20%,39.77,38.75,0.60%,-1.10%,90.50%,0.40%,10.19%,6.98,7.50%,18.70%,13.90%,1.10,0.60,0.76,0.78,23.50%,5.10%,3.00%,-4.12%,-8.30%,-11.89%,-8.46%,4.24%,-7.93%,0.43,2.20,1.99%,1.74%,-5.78%,-5.94%,-9.94%,-9.66%,1.67%,-19.33%,6.00%,32.14,0.53%,0.57%,1.80,566.08,1.13,109.22,1.11%,638622,3/6/2017 4:30:00 PM
"CAT","Caterpillar Inc.","Industrial Goods","Farm & Construction Machinery","USA",54075.20,,21.10,,1.40,4.12,7.54,61.38,3.34%,,-0.12,-102.70%,42.20%,-15.00%,25.14%,-8.50%,,-13.20%,585.80,585.48,0.10%,-1.46%,72.80%,0.47%,4.85%,5.80,-0.10%,-0.40%,0.60%,1.20,0.90,1.74,2.80,26.50%,1.30%,-0.20%,-2.95%,-0.65%,-4.37%,12.40%,34.15%,0.36%,1.29,2.15,2.39%,2.13%,-4.28%,-2.79%,7.75%,-7.19%,2.10%,-7.19%,37.31%,41.57,0.46%,0.55%,2.80,4900.39,1.46,92.31,1.01%,7166654,1/26/2017 7:30:00 AM
"CATB","Catabasis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",39.35,,,,,0.86,0.83,,,,-2.40,-34.60%,8.80%,,,,2.20%,,19.29,16.37,4.20%,0.00%,69.70%,1.62%,3.58%,0.97,-69.60%,-91.10%,,5.70,5.70,0.09,0.18,,,,80.53%,64.52%,-42.70%,-52.64%,-68.66%,-43.49%,,0.25,20.53%,9.54%,68.11%,-22.29%,-48.59%,-62.98%,88.89%,-74.14%,88.89%,59.51,20.71%,27.07%,2.00,605.29,98.19,2.04,53.38%,59434435,3/16/2017 4:30:00 PM
"CATH","Global X S&P 500 Catholic Values ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,-0.42%,3.30%,6.47%,8.89%,,6.08%,,0.14,0.41%,0.37%,0.47%,2.66%,8.46%,-1.34%,6.08%,-1.34%,20.21%,61.45,-0.03%,0.14%,,30.66,0.61,28.79,0.10%,18625,
"CATM","Cardtronics plc","Services","Business Services","USA",2016.00,23.35,14.44,1.64,1.59,4.44,27.43,13.96,,0.00%,1.92,30.00%,6.63%,4.00%,14.25%,15.20%,66.60%,2.10%,45.00,44.98,0.20%,0.00%,,,8.95%,9.14,6.70%,22.00%,12.50%,0.90,0.80,1.10,1.10,35.70%,11.60%,7.00%,-0.04%,-11.29%,-15.79%,0.13%,28.29%,-17.90%,0.66,1.20,1.62%,2.50%,-0.36%,-11.52%,-4.72%,-20.00%,2.68%,-20.00%,31.07%,36.07,-0.33%,0.20%,2.30,440.47,0.74,44.80,-0.13%,324451,2/9/2017 4:30:00 PM
"CATO","The Cato Corporation","Services","Apparel Stores","USA",629.33,8.79,11.48,0.88,0.64,1.49,2.59,36.59,5.75%,36.20%,2.61,11.20%,19.05%,3.70%,10.00%,1.80%,1.70%,-7.20%,27.41,24.29,2.78%,0.00%,83.80%,-2.25%,2.82%,2.77,14.70%,22.10%,15.40%,2.90,1.90,0.00,0.00,38.60%,11.50%,9.50%,-2.92%,-9.69%,-22.91%,-28.18%,-34.61%,-22.63%,0.95,0.73,2.28%,2.99%,-8.08%,-11.60%,-26.00%,-25.77%,1.91%,-39.11%,1.91%,28.96,-0.13%,0.44%,3.00,247.37,1.38,22.96,0.31%,341083,3/16/2017 8:30:00 AM
"CATY","Cathay General Bancorp","Financial","Regional - Pacific Banks","USA",3036.55,17.59,15.09,2.20,6.08,1.67,2.53,17.70,2.18%,33.90%,2.19,10.50%,9.80%,15.50%,8.00%,1.90%,18.50%,9.40%,78.81,72.74,1.20%,-38.06%,70.90%,1.55%,2.68%,5.60,1.30%,9.80%,16.20%,,,0.24,0.24,,86.90%,35.10%,-2.41%,4.52%,2.66%,24.61%,39.55%,1.85%,1.19,0.86,2.05%,1.91%,-1.59%,1.64%,17.67%,-5.63%,7.96%,-5.63%,49.18%,47.95,-1.23%,1.06%,2.60,348.44,1.00,38.53,-0.18%,347047,1/25/2017 4:30:00 PM
"CAVM","Cavium, Inc.","Technology","Semiconductor - Broad Line","USA",4755.23,,20.36,,7.88,6.44,21.48,300.96,,,-2.24,-687.80%,29.50%,39.54%,31.53%,18.40%,,124.20%,66.74,63.89,3.30%,-13.42%,,3.73%,9.01%,7.10,-13.70%,-25.30%,-9.10%,2.90,2.20,0.95,0.99,47.30%,-22.10%,-24.40%,6.28%,8.38%,10.41%,32.95%,17.50%,14.11%,1.49,1.75,2.93%,2.38%,6.78%,9.39%,28.98%,0.14%,17.73%,0.14%,98.47%,72.04,0.01%,1.06%,2.10,810.27,1.53,71.25,1.08%,1237029,2/1/2017 4:00:00 PM
"CAW","CCA Industries, Inc.","Consumer Goods","Personal Products","USA",22.41,,,,1.15,2.87,37.35,44.83,,,-0.11,-16.20%,,-14.50%,,-13.40%,82.50%,-29.60%,7.23,5.80,17.13%,0.00%,26.50%,-2.34%,0.07%,0.66,-4.30%,-11.80%,-14.90%,0.80,0.50,0.00,0.51,55.10%,-0.50%,-4.20%,0.00%,10.71%,29.17%,-1.30%,-12.18%,19.23%,0.23,0.10,2.91%,3.15%,-0.54%,10.00%,4.41%,-4.62%,24.00%,-22.31%,37.78%,56.68,0.00%,-1.59%,,6.36,3.60,3.10,-1.59%,22882,1/13/2017 4:30:00 PM
"CB","Chubb Limited","Financial","Property & Casualty Insurance","USA",64012.74,15.63,12.60,3.21,2.03,1.34,64.99,15.54,2.00%,30.60%,8.82,3.00%,5.33%,14.50%,4.86%,13.30%,63.90%,71.60%,464.50,462.25,0.60%,-7.14%,90.80%,1.90%,1.09%,3.74,2.60%,8.70%,7.30%,,,0.27,0.28,,16.80%,13.10%,-0.61%,5.34%,4.34%,8.93%,17.85%,4.31%,0.89,1.53,0.71%,1.09%,0.83%,3.24%,7.23%,-1.95%,8.38%,-1.95%,19.99%,59.71,0.01%,0.28%,2.20,1349.61,0.80,137.81,0.29%,1074949,1/31/2017 4:30:00 PM
"CBAK","CBAK Energy Technology, Inc.","Technology","Diversified Electronics","China",26.00,,,,2.50,2.03,65.00,,,,-0.70,-165.20%,,18.30%,30.00%,-45.70%,,-36.40%,20.00,15.40,,,0.60%,-38.14%,1.49%,4.96,,,-32.00%,0.60,0.30,1.44,2.39,-16.70%,,,-2.26%,3.17%,-21.21%,-43.23%,-41.18%,-7.80%,3.02,0.09,8.68%,6.78%,-3.09%,-8.68%,-35.77%,-27.78%,4.00%,-60.96%,8.33%,43.11,0.00%,0.00%,3.00,46.20,0.34,1.30,0.00%,15680,02/28/2017
"CBAN","Colony Bankcorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",116.02,16.17,,2.31,2.60,1.37,1.48,,0.73%,0.00%,0.84,18.90%,,44.40%,7.00%,-3.00%,18.00%,-1.80%,8.50,6.16,13.60%,-0.43%,14.60%,7.17%,0.08%,0.63,0.60%,8.50%,30.70%,,,0.29,0.29,,83.10%,16.10%,-4.21%,-1.10%,14.23%,38.72%,57.99%,3.41%,0.56,0.29,1.67%,1.66%,-1.64%,-0.20%,24.51%,-6.19%,7.91%,-6.19%,55.11%,45.18,-2.50%,1.45%,,8.01,0.21,13.65,-1.09%,1648,1/19/2017 8:30:00 AM
"CBAY","Cymabay Therapeutics, Inc.","Healthcare","Biotechnology","USA",92.97,,,,,9.07,4.02,,,,-1.10,69.00%,16.80%,,,,7.30%,,23.30,23.13,0.10%,0.00%,34.00%,6.04%,1.70%,0.71,-76.10%,-136.00%,,3.20,3.20,0.67,0.92,,,,13.68%,78.13%,102.54%,64.20%,221.77%,130.64%,,0.31,11.41%,10.74%,29.17%,66.74%,98.06%,-3.16%,173.29%,-3.16%,291.18%,73.55,-2.44%,0.00%,1.80,552.54,1.52,3.99,-2.44%,840757,3/28/2017 4:30:00 PM
"CBB","Cincinnati Bell Inc.","Technology","Telecom Services - Domestic","USA",792.04,8.66,83.19,0.66,0.67,,81.65,,,0.00%,2.17,-67.50%,264.30%,60.30%,13.15%,-4.10%,-115.10%,-1.40%,42.13,41.65,1.40%,-6.13%,78.80%,-0.79%,2.73%,4.86,6.20%,-27.30%,1.40%,1.00,0.90,,,42.70%,6.20%,7.70%,-1.05%,-12.96%,-11.11%,-8.96%,4.44%,-15.88%,1.64,0.60,1.92%,2.90%,-6.21%,-13.10%,-11.59%,-23.11%,1.62%,-26.71%,8.48%,29.06,-0.27%,0.53%,2.90,233.83,0.79,18.80,0.27%,184389,2/15/2017 8:30:00 AM
"CBD","Companhia Brasileira de Distribuicao","Services","Grocery Stores","Brazil",5969.60,27.98,24.21,3.68,0.45,1.48,3.69,,0.75%,,0.62,-54.80%,42.57%,14.50%,7.60%,-2.30%,-54.80%,11.40%,342.49,148.84,57.40%,0.00%,34.80%,-3.01%,1.47%,4.00,-1.10%,-4.80%,5.30%,1.10,1.00,0.30,0.60,23.00%,2.10%,-1.20%,-6.19%,-6.74%,15.81%,7.46%,34.11%,5.32%,1.92,0.52,2.78%,2.39%,-5.72%,-3.94%,7.35%,-11.21%,9.14%,-11.21%,58.45%,42.36,-0.51%,3.30%,2.50,549.12,0.76,17.43,2.77%,415168,1/26/2017 4:30:00 PM
"CBF","Capital Bank Financial Corp.","Financial","Regional - Southeast Banks","USA",2094.74,31.37,18.48,3.14,7.04,1.54,6.70,168.93,1.19%,31.90%,1.29,8.50%,15.85%,56.30%,10.00%,5.50%,-27.00%,26.00%,51.85,33.68,3.20%,-1.48%,92.50%,15.22%,4.63%,8.67,0.70%,5.40%,16.10%,,,0.09,0.09,,86.70%,19.50%,-0.25%,6.04%,9.97%,29.37%,37.41%,3.25%,0.47,0.65,1.19%,1.46%,0.89%,2.47%,19.83%,-3.81%,7.78%,-3.81%,47.28%,56.93,0.37%,0.25%,2.00,180.01,0.97,40.40,0.62%,175007,1/26/2017 8:30:00 AM
"CBFV","CB Financial Services, Inc.","Financial","Regional - Northeast Banks","USA",108.39,14.29,14.89,,3.39,1.21,,,3.32%,45.80%,1.86,-10.30%,5.95%,0.90%,,9.90%,14.60%,5.10%,4.09,3.72,5.80%,0.83%,17.90%,-0.68%,0.16%,1.39,0.90%,,,,,,,,84.90%,23.70%,1.59%,2.57%,5.19%,17.18%,37.13%,3.36%,0.33,0.44,0.86%,1.59%,2.00%,2.05%,13.44%,-4.91%,6.45%,-4.91%,40.93%,54.90,-1.85%,0.56%,3.00,4.35,0.25,26.50,-1.30%,1087,01/27/2017
"CBG","CBRE Group, Inc.","Financial","Property Management","USA",12260.25,21.55,14.16,2.01,0.94,4.07,,47.32,,0.00%,1.69,3.90%,6.95%,18.60%,10.73%,17.20%,45.60%,3.30%,336.82,333.24,0.80%,256.18%,99.70%,2.01%,2.71%,4.32,5.50%,19.70%,7.60%,1.10,1.10,0.85,1.26,30.20%,6.20%,4.40%,-0.08%,18.26%,12.03%,24.11%,37.15%,15.59%,1.81,0.70,1.54%,2.04%,2.81%,11.21%,22.47%,-0.93%,22.60%,-0.93%,50.97%,67.88,0.19%,0.89%,1.80,2096.04,1.09,36.40,1.08%,2277352,2/10/2017 8:30:00 AM
"CBI","Chicago Bridge & Iron Company N.V.","Industrial Goods","General Contractors","Netherlands",3072.93,,6.62,,0.29,2.15,6.08,5.36,0.92%,,-3.28,35.50%,6.31%,-26.20%,1.12%,18.60%,-960.20%,-22.40%,101.35,98.77,1.40%,-1.63%,67.80%,-4.41%,7.72%,5.03,-3.50%,-15.70%,-4.10%,0.60,0.50,0.91,1.56,9.60%,-1.40%,-2.90%,-6.51%,-5.90%,-11.04%,0.80%,-11.68%,-4.50%,2.08,1.07,3.32%,3.34%,-9.54%,-8.41%,-7.28%,-16.13%,2.26%,-26.16%,16.62%,32.99,-0.52%,0.73%,2.40,1516.02,1.23,30.32,0.20%,1864842,2/28/2017 4:30:00 PM
"CBIO","Catalyst Biosciences, Inc.","Healthcare","Biotechnology","USA",5.30,,,,13.24,0.26,0.27,,,,-23.78,81.50%,18.50%,-27.10%,,-54.10%,56.90%,0.00%,0.81,0.78,37.40%,0.00%,30.10%,-16.45%,3.27%,0.04,-30.60%,-71.50%,,1.60,1.60,0.00,1.52,,,,5.48%,1111.11%,921.88%,463.79%,231.98%,906.15%,1.41,0.83,9.23%,13.20%,6.10%,130.99%,313.87%,-40.27%,1353.33%,-40.27%,1353.33%,63.23,1.87%,0.00%,2.00,635.72,0.03,6.54,1.87%,20028,3/8/2017 4:30:00 PM
"CBK","Christopher & Banks Corporation","Services","Apparel Stores","USA",47.90,,,,0.12,0.55,1.85,,,,-1.28,-207.00%,70.20%,-16.20%,44.30%,-3.10%,,3.00%,36.29,36.07,1.00%,0.00%,63.90%,3.28%,6.60%,6.25,-30.90%,-53.90%,-55.40%,2.00,0.90,0.00,0.00,34.80%,-2.20%,-12.10%,0.00%,4.76%,-40.27%,-9.59%,-50.56%,-43.59%,3.73,0.06,3.80%,5.09%,1.30%,-15.60%,-24.82%,-45.45%,16.81%,-56.29%,16.81%,39.31,0.76%,0.00%,1.00,380.96,0.25,1.32,0.76%,95602,3/15/2017 8:30:00 AM
"CBL","CBL & Associates Properties, Inc.","Financial","REIT - Retail","USA",1591.15,12.39,13.41,2.53,1.55,1.29,83.74,40.18,11.42%,141.40%,0.75,118.40%,5.49%,12.50%,4.90%,0.20%,271.50%,-6.90%,171.46,166.88,1.80%,0.00%,98.30%,-2.12%,7.25%,5.54,2.10%,10.30%,4.50%,,,3.63,3.63,72.60%,24.70%,12.40%,-9.29%,-12.29%,-22.68%,-31.65%,-14.02%,-19.30%,1.21,0.34,3.80%,2.97%,-9.35%,-12.63%,-15.26%,-22.15%,1.42%,-32.13%,11.32%,28.71,-1.38%,1.62%,2.80,2183.43,1.02,9.28,0.22%,2224258,2/1/2017 4:30:00 PM
"CBLI","Cleveland BioLabs, Inc.","Healthcare","Biotechnology","USA",17.86,,,,5.10,2.40,1.18,,,,-0.24,86.50%,,37.10%,,-16.70%,14.80%,-23.10%,10.96,3.74,3.83%,0.00%,2.70%,-16.62%,0.16%,0.13,-15.00%,-31.30%,-84.70%,5.10,5.10,0.00,0.00,,,-75.60%,-2.40%,-13.76%,1.79%,-7.39%,-53.95%,14.79%,0.84,0.13,7.11%,7.92%,-7.52%,-2.39%,-15.21%,-20.87%,33.61%,-55.71%,33.61%,44.12,-5.78%,2.37%,3.00,43.83,0.13,1.63,-3.55%,5805,2/27/2017 8:30:00 AM
